Public filename,Area,Spot,In_Out,Contributor,Duration
1754.wav,southbank,royal,indoor,S163,7
1755.wav,campus,reception,indoor,S25,9.24
1756.wav,campus,canal,outdoor,S23,8.94
1757.wav,westend,leicester,outdoor,S52,7.73
1758.wav,southbank,waterloo,indoor,S76,7.01
1759.wav,campus,canal,outdoor,S182,7.68
1760.wav,campus,square,outdoor,S27,8.86
1761.wav,Euston,forecourt,outdoor,S92,6.6
1762.wav,westend,trafalgar,outdoor,S19,7.92
1763.wav,Euston,library,indoor,S174,8.61
1764.wav,campus,library,outdoor,S65,8.73
1765.wav,southbank,bridge,outdoor,S96,7.07
1766.wav,campus,library,outdoor,S132,6.97
1767.wav,campus,ground,indoor,S92,7.02
1768.wav,westend,national,indoor,S43,7.68
1769.wav,campus,reception,indoor,S147,7
1770.wav,kensington,pond,outdoor,S143,7.02
1771.wav,british,greatcourt,indoor,S151,10.08
1772.wav,westend,piazza,outdoor,S143,7.1
1773.wav,westend,charing,indoor,S48,7.78
1774.wav,campus,library,outdoor,S103,7.02
1775.wav,campus,canal,outdoor,S90,7.78
1776.wav,campus,library,outdoor,S148,7.04
1777.wav,southbank,food,outdoor,S36,7
1778.wav,campus,square,outdoor,S167,7.71
1779.wav,westend,piazza,outdoor,S12,7.74
1780.wav,westend,national,indoor,S100,7.38
1781.wav,campus,curve,indoor,S177,8.1
1782.wav,campus,reception,indoor,S72,7.85
1783.wav,Euston,gardens,outdoor,S12,8.01
1784.wav,westend,national,indoor,S16,8.8
1785.wav,southbank,skate,outdoor,S4,7.71
1786.wav,campus,library,outdoor,S62,7.7
1787.wav,campus,library,outdoor,S24,7.71
1788.wav,kensington,hintze,indoor,S107,7.78
1789.wav,westend,trafalgar,outdoor,S35,7.17
1790.wav,campus,library,outdoor,S20,7.23
1791.wav,westend,piazza,outdoor,S190,9.4
1792.wav,british,square,outdoor,S135,9.73
1793.wav,southbank,waterloo,indoor,S71,9.22
1794.wav,southbank,food,outdoor,S111,7.34
1795.wav,westend,leicester,outdoor,S163,7
1796.wav,westend,leicester,outdoor,S148,7.67
1797.wav,southbank,book,outdoor,S142,10.1
1798.wav,westend,leicester,outdoor,S65,8.13
1799.wav,british,square,outdoor,S39,7.8
1800.wav,Euston,library,indoor,S186,6.85
1801.wav,westend,market,indoor,S170,7.74
1802.wav,southbank,book,outdoor,S178,8.34
1803.wav,westend,leicester,outdoor,S72,7.52
1804.wav,campus,ground,indoor,S101,8.37
1805.wav,Euston,upper,indoor,S103,7.03
1806.wav,british,greatcourt,indoor,S8,7.63
1807.wav,westend,national,indoor,S22,9.29
1808.wav,british,forecourt,outdoor,S18,9.84
1809.wav,british,greatcourt,indoor,S155,7.77
1810.wav,westend,national,indoor,S118,10.95
1811.wav,westend,piazza,outdoor,S52,7.78
1812.wav,westend,trafalgar,outdoor,S76,7.02
1813.wav,british,square,outdoor,S15,7.87
1814.wav,campus,curve,indoor,S164,7.55
1815.wav,Euston,ritblat,indoor,S157,7.55
1816.wav,Euston,library,indoor,S45,7.01
1817.wav,westend,market,indoor,S59,7.99
1818.wav,campus,ground,indoor,S159,7.21
1819.wav,british,street,outdoor,S40,7.04
1820.wav,westend,national,indoor,S141,8.16
1821.wav,campus,ground,indoor,S88,7.11
1822.wav,campus,library,outdoor,S42,7.5
1823.wav,campus,library,outdoor,S19,7.74
1824.wav,campus,curve,indoor,S17,7.89
1825.wav,campus,reception,indoor,S157,8.49
1826.wav,campus,reception,indoor,S77,7.22
1827.wav,campus,ground,indoor,S163,7
1828.wav,campus,square,outdoor,S77,7.42
1829.wav,campus,ground,indoor,S144,8.43
1830.wav,campus,curve,indoor,S12,7.96
1831.wav,campus,square,outdoor,S151,9.06
1832.wav,southbank,waterloo,indoor,S142,10.82
1833.wav,campus,library,outdoor,S141,8.06
1834.wav,campus,library,outdoor,S146,8.27
1835.wav,campus,curve,indoor,S168,7.04
1836.wav,campus,reception,indoor,S183,8.28
1837.wav,westend,national,indoor,S83,7.06
1838.wav,british,room12,indoor,S170,7.28
1839.wav,british,street,outdoor,S69,7.47
1840.wav,british,forecourt,outdoor,S156,7.04
1841.wav,westend,trafalgar,outdoor,S84,7
1842.wav,Euston,upper,indoor,S101,7.4
1843.wav,kensington,albert,outdoor,S147,6.99
1844.wav,westend,piazza,outdoor,S51,7.71
1845.wav,westend,market,indoor,S65,8.13
1846.wav,Euston,upper,indoor,S90,10.84
1847.wav,campus,square,outdoor,S66,7.96
1848.wav,westend,national,indoor,S10,9.94
1849.wav,campus,curve,indoor,S106,7.42
1850.wav,campus,library,outdoor,S104,7.51
1851.wav,westend,trafalgar,outdoor,S159,7.13
1852.wav,westend,piazza,outdoor,S166,7.13
1853.wav,Euston,forecourt,outdoor,S103,7.01
1854.wav,kensington,pond,outdoor,S82,7.4
1855.wav,campus,ground,indoor,S191,7.96
1856.wav,westend,market,indoor,S189,7.04
1857.wav,Euston,upper,indoor,S110,13.02
1858.wav,british,forecourt,outdoor,S141,8.74
1859.wav,kensington,marine,indoor,S192,7.85
1860.wav,Euston,upper,indoor,S11,7.83
1861.wav,kensington,marine,indoor,S177,8.73
1862.wav,campus,canal,outdoor,S106,7.49
1863.wav,westend,piazza,outdoor,S28,7.8
1864.wav,campus,square,outdoor,S122,6.85
1865.wav,southbank,food,outdoor,S83,7.06
1866.wav,westend,piazza,outdoor,S13,13.98
1867.wav,westend,charing,indoor,S151,10.33
1868.wav,campus,canal,outdoor,S133,7.72
1869.wav,westend,market,indoor,S159,7.04
1870.wav,westend,market,indoor,S80,8.94
1871.wav,southbank,book,outdoor,S54,10.13
1872.wav,british,square,outdoor,S35,7.34
1873.wav,campus,ground,indoor,S43,7.51
1874.wav,westend,leicester,outdoor,S143,7.07
1875.wav,campus,library,outdoor,S181,11.14
1876.wav,southbank,skate,outdoor,S47,7.91
1877.wav,Euston,gardens,outdoor,S142,10.38
1878.wav,british,street,outdoor,S172,7.72
1879.wav,british,street,outdoor,S25,8.34
1880.wav,westend,national,indoor,S177,8.75
1881.wav,campus,ground,indoor,S122,7.43
1882.wav,Euston,upper,indoor,S14,8.11
1883.wav,southbank,royal,indoor,S156,7.1
1884.wav,british,square,outdoor,S51,8.15
1885.wav,Euston,upper,indoor,S92,6.25
1886.wav,campus,square,outdoor,S187,12.37
1887.wav,westend,national,indoor,S132,6.97
1888.wav,campus,ground,indoor,S137,6.79
1889.wav,british,street,outdoor,S82,7.43
1890.wav,campus,curve,indoor,S140,7.85
1891.wav,westend,market,indoor,S25,7.8
1892.wav,campus,curve,indoor,S4,7.44
1893.wav,kensington,cromwell,outdoor,S192,8.41
1894.wav,campus,reception,indoor,S131,9.83
1895.wav,westend,market,indoor,S113,7.08
1896.wav,campus,square,outdoor,S112,8
1897.wav,campus,library,outdoor,S39,7.85
1898.wav,campus,square,outdoor,S109,8.05
1899.wav,campus,library,outdoor,S6,7.94
1900.wav,Euston,forecourt,outdoor,S5,8.43
1901.wav,westend,charing,indoor,S39,7.01
1902.wav,campus,canal,outdoor,S132,7.03
1903.wav,campus,curve,indoor,S64,7.51
1904.wav,westend,piazza,outdoor,S87,9.92
1905.wav,campus,curve,indoor,S121,7.04
1906.wav,westend,leicester,outdoor,S105,8.2
1907.wav,campus,canal,outdoor,S190,7.8
1908.wav,british,greatcourt,indoor,S104,7.77
1909.wav,campus,ground,indoor,S119,11.48
1910.wav,southbank,skate,outdoor,S74,10.11
1911.wav,westend,piazza,outdoor,S96,7.1
1912.wav,campus,square,outdoor,S42,7.06
1913.wav,westend,trafalgar,outdoor,S49,8.59
1914.wav,westend,piazza,outdoor,S64,8.29
1915.wav,westend,charing,indoor,S143,6.51
1916.wav,westend,leicester,outdoor,S16,7.8
1917.wav,Euston,forecourt,outdoor,S38,9.1
1918.wav,campus,canal,outdoor,S56,12.03
1919.wav,westend,charing,indoor,S80,9.32
1920.wav,kensington,albert,outdoor,S19,8.06
1921.wav,campus,curve,indoor,S134,7.36
1922.wav,campus,library,outdoor,S173,7.41
1923.wav,british,greatcourt,indoor,S183,8.57
1924.wav,southbank,skate,outdoor,S67,8.13
1925.wav,campus,ground,indoor,S157,8.23
1926.wav,Euston,library,indoor,S63,7.71
1927.wav,westend,charing,indoor,S91,7.57
1928.wav,Euston,piazza,outdoor,S47,8.24
1929.wav,british,greatcourt,indoor,S169,7.48
1930.wav,Euston,ritblat,indoor,S63,7.79
1931.wav,southbank,food,outdoor,S109,7.8
1932.wav,Euston,forecourt,outdoor,S146,7.59
1933.wav,southbank,royal,indoor,S28,7.41
1934.wav,campus,canal,outdoor,S122,7.55
1935.wav,british,square,outdoor,S40,7.04
1936.wav,westend,charing,indoor,S41,15.28
1937.wav,kensington,cromwell,outdoor,S177,8.92
1938.wav,westend,market,indoor,S143,7.03
1939.wav,Euston,library,indoor,S57,12.9
1940.wav,british,square,outdoor,S6,8.01
1941.wav,campus,ground,indoor,S46,7.8
1942.wav,southbank,waterloo,indoor,S170,7.77
1943.wav,campus,canal,outdoor,S101,7.57
1944.wav,campus,square,outdoor,S139,9.91
1945.wav,westend,piazza,outdoor,S176,8.11
1946.wav,southbank,book,outdoor,S34,7.94
1947.wav,westend,charing,indoor,S88,8.15
1948.wav,westend,piazza,outdoor,S146,7.87
1949.wav,campus,canal,outdoor,S52,7.89
1950.wav,southbank,royal,indoor,S118,10.68
1951.wav,british,street,outdoor,S187,9.6
1952.wav,british,square,outdoor,S173,15.75
1953.wav,westend,leicester,outdoor,S166,7.1
1954.wav,campus,curve,indoor,S151,8.99
1955.wav,southbank,bridge,outdoor,S47,7.46
1956.wav,Euston,library,indoor,S165,7.85
1957.wav,southbank,food,outdoor,S28,7.48
1958.wav,campus,reception,indoor,S174,8.54
1959.wav,westend,national,indoor,S75,6.68
1960.wav,westend,leicester,outdoor,S74,9.8
1961.wav,campus,ground,indoor,S55,11.56
1962.wav,kensington,hintze,indoor,S143,7.03
1963.wav,british,square,outdoor,S192,10.59
1964.wav,kensington,cromwell,outdoor,S99,7.04
1965.wav,westend,market,indoor,S134,7.23
1966.wav,westend,trafalgar,outdoor,S135,9.89
1967.wav,westend,trafalgar,outdoor,S59,8.02
1968.wav,westend,piazza,outdoor,S81,8.44
1969.wav,Euston,forecourt,outdoor,S187,12.67
1970.wav,westend,leicester,outdoor,S67,8.15
1971.wav,campus,square,outdoor,S103,7.02
1972.wav,campus,reception,indoor,S6,7.76
1973.wav,campus,ground,indoor,S105,8.23
1974.wav,Euston,library,indoor,S92,6.19
1975.wav,westend,charing,indoor,S57,11.28
1976.wav,british,greatcourt,indoor,S189,7.66
1977.wav,campus,curve,indoor,S146,7.4
1978.wav,campus,ground,indoor,S8,7.65
1979.wav,westend,piazza,outdoor,S104,7.98
1980.wav,british,square,outdoor,S104,8.11
1981.wav,westend,national,indoor,S170,7.03
1982.wav,westend,market,indoor,S94,7.04
1983.wav,southbank,waterloo,indoor,S78,7.5
1984.wav,british,street,outdoor,S52,7.45
1985.wav,campus,reception,indoor,S56,12.2
1986.wav,kensington,dinosaur,indoor,S145,8.27
1987.wav,british,room12,indoor,S118,10.75
1988.wav,campus,reception,indoor,S124,7.08
1989.wav,southbank,waterloo,indoor,S85,6.73
1990.wav,southbank,book,outdoor,S42,7.45
1991.wav,kensington,albert,outdoor,S127,7.81
1992.wav,campus,canal,outdoor,S141,7.69
1993.wav,Euston,gardens,outdoor,S97,7.31
1994.wav,westend,trafalgar,outdoor,S66,6.52
1995.wav,westend,charing,indoor,S144,9.13
1996.wav,westend,piazza,outdoor,S167,8.1
1997.wav,british,forecourt,outdoor,S75,6.22
1998.wav,british,room12,indoor,S182,7.23
1999.wav,westend,market,indoor,S101,7.53
2000.wav,westend,market,indoor,S105,7.67
2001.wav,westend,leicester,outdoor,S10,14.99
2002.wav,british,forecourt,outdoor,S86,7.04
2003.wav,westend,charing,indoor,S66,7.94
2004.wav,westend,trafalgar,outdoor,S30,12.68
2005.wav,british,square,outdoor,S182,7.88
2006.wav,Euston,ritblat,indoor,S109,7.76
2007.wav,Euston,ritblat,indoor,S60,8.44
2008.wav,campus,ground,indoor,S95,7.47
2009.wav,southbank,waterloo,indoor,S111,7.27
2010.wav,campus,canal,outdoor,S8,7.7
2011.wav,westend,national,indoor,S164,7.18
2012.wav,campus,library,outdoor,S38,8.87
2013.wav,campus,ground,indoor,S182,7.73
2014.wav,campus,reception,indoor,S58,8.39
2015.wav,Euston,upper,indoor,S59,8
2016.wav,kensington,albert,outdoor,S177,8.96
2017.wav,campus,reception,indoor,S63,7.53
2018.wav,Euston,gardens,outdoor,S46,7.85
2019.wav,campus,reception,indoor,S163,7
2020.wav,campus,library,outdoor,S172,8.02
2021.wav,campus,library,outdoor,S57,10.52
2022.wav,westend,national,indoor,S36,7
2023.wav,british,street,outdoor,S124,7.08
2024.wav,kensington,marine,indoor,S32,7.79
2025.wav,campus,square,outdoor,S146,7.83
2026.wav,campus,reception,indoor,S135,8.92
2027.wav,westend,market,indoor,S119,9.1
2028.wav,westend,charing,indoor,S133,7.81
2029.wav,british,street,outdoor,S60,8.65
2030.wav,british,greatcourt,indoor,S88,7.23
2031.wav,southbank,book,outdoor,S111,7.29
2032.wav,southbank,skate,outdoor,S178,8.17
2033.wav,british,square,outdoor,S14,8.38
2034.wav,westend,market,indoor,S6,7.82
2035.wav,kensington,pond,outdoor,S32,8.01
2036.wav,british,street,outdoor,S88,7.26
2037.wav,westend,charing,indoor,S75,7.66
2038.wav,westend,charing,indoor,S181,9.94
2039.wav,campus,curve,indoor,S54,9.13
2040.wav,campus,square,outdoor,S58,8.23
2041.wav,westend,trafalgar,outdoor,S24,8.14
2042.wav,campus,canal,outdoor,S64,7.87
2043.wav,british,greatcourt,indoor,S81,8.45
2044.wav,campus,canal,outdoor,S104,7.68
2045.wav,campus,canal,outdoor,S54,8.87
2046.wav,campus,square,outdoor,S91,7.2
2047.wav,westend,trafalgar,outdoor,S179,7.56
2048.wav,campus,curve,indoor,S143,7.1
2049.wav,westend,leicester,outdoor,S181,9.6
2050.wav,british,street,outdoor,S105,7.53
2051.wav,kensington,hintze,indoor,S147,6.99
2052.wav,southbank,skate,outdoor,S164,7.23
2053.wav,british,square,outdoor,S139,9.61
2054.wav,campus,library,outdoor,S29,8.13
2055.wav,westend,market,indoor,S106,7.41
2056.wav,campus,reception,indoor,S66,5.27
2057.wav,campus,curve,indoor,S141,8.27
2058.wav,westend,national,indoor,S58,7.86
2059.wav,campus,curve,indoor,S1,6.84
2060.wav,westend,charing,indoor,S131,8.93
2061.wav,Euston,piazza,outdoor,S14,8.53
2062.wav,campus,ground,indoor,S69,7.16
2063.wav,westend,leicester,outdoor,S133,7.81
2064.wav,westend,market,indoor,S132,6.97
2065.wav,campus,square,outdoor,S74,12.06
2066.wav,westend,trafalgar,outdoor,S99,9.43
2067.wav,campus,reception,indoor,S27,8.68
2068.wav,campus,square,outdoor,S124,7.08
2069.wav,kensington,dinosaur,indoor,S147,7.01
2070.wav,campus,library,outdoor,S88,7.3
2071.wav,westend,trafalgar,outdoor,S47,2.58
2072.wav,westend,charing,indoor,S122,7.7
2073.wav,campus,square,outdoor,S126,7.94
2074.wav,campus,square,outdoor,S121,7.48
2075.wav,westend,charing,indoor,S164,7.36
2076.wav,Euston,forecourt,outdoor,S97,7.29
2077.wav,westend,piazza,outdoor,S181,13.21
2078.wav,southbank,bridge,outdoor,S92,6.2
2079.wav,southbank,bridge,outdoor,S77,7.29
2080.wav,southbank,skate,outdoor,S152,9.81
2081.wav,campus,canal,outdoor,S13,15.6
2082.wav,southbank,skate,outdoor,S62,9.27
2083.wav,southbank,royal,indoor,S67,7.31
2084.wav,campus,library,outdoor,S77,7.39
2085.wav,southbank,waterloo,indoor,S87,9.58
2086.wav,westend,piazza,outdoor,S22,8.03
2087.wav,campus,reception,indoor,S193,7.55
2088.wav,westend,charing,indoor,S141,7.82
2089.wav,british,room12,indoor,S139,10.15
2090.wav,british,street,outdoor,S168,7.04
2091.wav,westend,market,indoor,S3,18.68
2092.wav,british,forecourt,outdoor,S115,10.82
2093.wav,campus,curve,indoor,S186,7.31
2094.wav,westend,leicester,outdoor,S64,7.66
2095.wav,british,street,outdoor,S170,7.36
2096.wav,westend,charing,indoor,S96,7.13
2097.wav,westend,piazza,outdoor,S193,8.39
2098.wav,british,room12,indoor,S106,7.24
2099.wav,westend,piazza,outdoor,S71,8.47
2100.wav,british,forecourt,outdoor,S58,7.8
2101.wav,Euston,ritblat,indoor,S101,8.67
2102.wav,british,street,outdoor,S5,8.15
2103.wav,campus,square,outdoor,S138,8.47
2104.wav,westend,market,indoor,S84,7.02
2105.wav,westend,market,indoor,S16,7.45
2106.wav,campus,curve,indoor,S172,8.52
2107.wav,kensington,albert,outdoor,S148,7.13
2108.wav,Euston,library,indoor,S103,7.11
2109.wav,westend,trafalgar,outdoor,S36,7
2110.wav,british,square,outdoor,S75,6.78
2111.wav,campus,library,outdoor,S63,7.62
2112.wav,westend,charing,indoor,S95,6.67
2113.wav,westend,national,indoor,S189,8.94
2114.wav,campus,square,outdoor,S183,8.88
2115.wav,westend,trafalgar,outdoor,S121,7.11
2116.wav,campus,ground,indoor,S154,8
2117.wav,kensington,dinosaur,indoor,S148,7.2
2118.wav,british,room12,indoor,S85,6.89
2119.wav,campus,canal,outdoor,S193,7.62
2120.wav,southbank,royal,indoor,S78,7.8
2121.wav,kensington,pond,outdoor,S169,7.52
2122.wav,westend,market,indoor,S88,8.11
2123.wav,british,greatcourt,indoor,S23,7.64
2124.wav,westend,market,indoor,S178,8.66
2125.wav,campus,library,outdoor,S86,7.04
2126.wav,westend,market,indoor,S91,7.51
2127.wav,southbank,skate,outdoor,S76,7.02
2128.wav,westend,charing,indoor,S47,7.54
2129.wav,southbank,book,outdoor,S62,8.57
2130.wav,british,greatcourt,indoor,S105,8.17
2131.wav,southbank,food,outdoor,S152,10.77
2132.wav,campus,library,outdoor,S169,7.59
2133.wav,Euston,piazza,outdoor,S11,7.06
2134.wav,westend,charing,indoor,S76,7.01
2135.wav,british,square,outdoor,S142,12.17
2136.wav,campus,square,outdoor,S173,7.44
2137.wav,campus,canal,outdoor,S65,8.31
2138.wav,campus,square,outdoor,S61,7.28
2139.wav,campus,square,outdoor,S192,9.45
2140.wav,campus,canal,outdoor,S28,7.66
2141.wav,westend,national,indoor,S133,7.64
2142.wav,westend,market,indoor,S43,7.84
2143.wav,westend,market,indoor,S185,8.2
2144.wav,westend,charing,indoor,S190,9.33
2145.wav,westend,national,indoor,S59,8
2146.wav,british,room12,indoor,S66,7.76
2147.wav,kensington,marine,indoor,S99,7.59
2148.wav,campus,ground,indoor,S164,7.25
2149.wav,british,forecourt,outdoor,S51,8.08
2150.wav,campus,ground,indoor,S183,8.07
2151.wav,campus,ground,indoor,S80,9.68
2152.wav,kensington,cromwell,outdoor,S107,7.96
2153.wav,campus,canal,outdoor,S93,8.15
2154.wav,westend,piazza,outdoor,S173,7.91
2155.wav,westend,piazza,outdoor,S16,8.75
2156.wav,southbank,food,outdoor,S74,14.66
2157.wav,british,room12,indoor,S93,7.8
2158.wav,campus,canal,outdoor,S173,7.11
2159.wav,british,greatcourt,indoor,S100,7.45
2160.wav,kensington,pond,outdoor,S148,7.07
2161.wav,westend,leicester,outdoor,S48,7.62
2162.wav,campus,ground,indoor,S62,7.8
2163.wav,campus,ground,indoor,S18,8.89
2164.wav,campus,library,outdoor,S12,7.23
2165.wav,british,square,outdoor,S178,8.89
2166.wav,southbank,book,outdoor,S16,7.57
2167.wav,southbank,bridge,outdoor,S41,10.54
2168.wav,westend,market,indoor,S11,7.11
2169.wav,westend,charing,indoor,S127,7.77
2170.wav,westend,national,indoor,S106,7.48
2171.wav,british,greatcourt,indoor,S142,9.34
2172.wav,british,square,outdoor,S183,8.43
2173.wav,british,greatcourt,indoor,S184,6.8
2174.wav,westend,trafalgar,outdoor,S46,7.31
2175.wav,kensington,hintze,indoor,S82,7.1
2176.wav,westend,national,indoor,S137,6.9
2177.wav,campus,ground,indoor,S94,7.76
2178.wav,southbank,waterloo,indoor,S92,6.47
2179.wav,campus,canal,outdoor,S29,7.9
2180.wav,westend,leicester,outdoor,S141,8.63
2181.wav,westend,market,indoor,S34,7.99
2182.wav,campus,curve,indoor,S76,7.01
2183.wav,campus,curve,indoor,S144,8.43
2184.wav,campus,reception,indoor,S143,7.04
2185.wav,southbank,skate,outdoor,S87,12.37
2186.wav,westend,market,indoor,S41,12.58
2187.wav,british,forecourt,outdoor,S142,10.4
2188.wav,southbank,waterloo,indoor,S16,8.32
2189.wav,british,room12,indoor,S162,8.62
2190.wav,campus,curve,indoor,S80,9.54
2191.wav,british,greatcourt,indoor,S110,10.39
2192.wav,british,room12,indoor,S64,8.01
2193.wav,campus,square,outdoor,S182,7.66
2194.wav,kensington,cromwell,outdoor,S147,7
2195.wav,westend,charing,indoor,S17,7.59
2196.wav,campus,canal,outdoor,S19,8.11
2197.wav,british,room12,indoor,S173,9.14
2198.wav,british,greatcourt,indoor,S182,8.09
2199.wav,british,room12,indoor,S71,8.45
2200.wav,british,square,outdoor,S185,9.4
2201.wav,campus,square,outdoor,S81,9.37
2202.wav,campus,canal,outdoor,S76,7.01
2203.wav,campus,square,outdoor,S174,8.64
2204.wav,campus,reception,indoor,S69,6.99
2205.wav,campus,curve,indoor,S13,10.68
2206.wav,british,room23,indoor,S69,7.79
2207.wav,campus,canal,outdoor,S108,7.33
2208.wav,campus,library,outdoor,S143,7.04
2209.wav,westend,trafalgar,outdoor,S12,7.76
2210.wav,westend,market,indoor,S61,7.1
2211.wav,campus,ground,indoor,S3,20.82
2212.wav,campus,library,outdoor,S45,7.03
2213.wav,campus,library,outdoor,S75,7.45
2214.wav,westend,charing,indoor,S113,7.45
2215.wav,british,room12,indoor,S140,7.64
2216.wav,Euston,forecourt,outdoor,S60,8.52
2217.wav,westend,trafalgar,outdoor,S130,7.4
2218.wav,british,room12,indoor,S105,7.47
2219.wav,campus,canal,outdoor,S179,7.5
2220.wav,westend,charing,indoor,S22,8.34
2221.wav,westend,market,indoor,S66,7.5
2222.wav,british,square,outdoor,S89,7.99
2223.wav,southbank,waterloo,indoor,S150,8.17
2224.wav,campus,library,outdoor,S54,9.06
2225.wav,campus,canal,outdoor,S117,7.98
2226.wav,campus,square,outdoor,S78,8.36
2227.wav,westend,charing,indoor,S100,7.25
2228.wav,westend,market,indoor,S12,7.86
2229.wav,campus,curve,indoor,S147,7.01
2230.wav,westend,charing,indoor,S71,7.5
2231.wav,westend,trafalgar,outdoor,S122,7.98
2232.wav,kensington,pond,outdoor,S56,10.96
2233.wav,Euston,library,indoor,S12,7.13
2234.wav,campus,reception,indoor,S28,7.71
2235.wav,campus,square,outdoor,S113,7.22
2236.wav,campus,canal,outdoor,S124,7.08
2237.wav,southbank,royal,indoor,S41,9.47
2238.wav,southbank,waterloo,indoor,S45,7.02
2239.wav,campus,square,outdoor,S46,7.89
2240.wav,westend,national,indoor,S86,7.06
2241.wav,campus,reception,indoor,S49,9.19
2242.wav,campus,canal,outdoor,S187,12.7
2243.wav,campus,square,outdoor,S30,10.34
2244.wav,Euston,gardens,outdoor,S93,7.52
2245.wav,southbank,royal,indoor,S17,7.64
2246.wav,campus,ground,indoor,S109,7.56
2247.wav,british,square,outdoor,S48,7.76
2248.wav,campus,canal,outdoor,S147,7.01
2249.wav,kensington,albert,outdoor,S132,7.01
2250.wav,campus,ground,indoor,S185,8.8
2251.wav,westend,piazza,outdoor,S159,6.97
2252.wav,southbank,book,outdoor,S156,7.08
2253.wav,westend,leicester,outdoor,S104,8
2254.wav,british,room12,indoor,S38,15
2255.wav,campus,library,outdoor,S31,8.92
2256.wav,campus,curve,indoor,S109,7.86
2257.wav,campus,square,outdoor,S54,9.01
2258.wav,westend,leicester,outdoor,S36,7
2259.wav,kensington,pond,outdoor,S1,7.24
2260.wav,westend,charing,indoor,S166,7.13
2261.wav,campus,ground,indoor,S147,7
2262.wav,kensington,albert,outdoor,S22,7.78
2263.wav,british,greatcourt,indoor,S69,8.3
2264.wav,westend,piazza,outdoor,S57,11.31
2265.wav,british,forecourt,outdoor,S88,7.68
2266.wav,campus,canal,outdoor,S167,9.08
2267.wav,campus,square,outdoor,S114,8.23
2268.wav,campus,ground,indoor,S36,7.01
2269.wav,Euston,library,indoor,S93,7.94
2270.wav,westend,charing,indoor,S84,7.02
2271.wav,campus,library,outdoor,S67,9.07
2272.wav,british,room12,indoor,S185,9.36
2273.wav,westend,trafalgar,outdoor,S17,7.43
2274.wav,westend,market,indoor,S77,7.62
2275.wav,westend,market,indoor,S146,7.2
2276.wav,westend,charing,indoor,S64,8.23
2277.wav,Euston,forecourt,outdoor,S15,8.51
2278.wav,westend,national,indoor,S46,7.27
2279.wav,british,square,outdoor,S155,8.04
2280.wav,westend,charing,indoor,S124,7.08
2281.wav,campus,reception,indoor,S182,8.08
2282.wav,kensington,pond,outdoor,S127,7.72
2283.wav,british,greatcourt,indoor,S7,9.43
2284.wav,campus,ground,indoor,S20,7.28
2285.wav,westend,national,indoor,S3,19.22
2286.wav,westend,charing,indoor,S167,7.59
2287.wav,campus,reception,indoor,S16,9.88
2288.wav,campus,ground,indoor,S16,7.56
2289.wav,southbank,royal,indoor,S164,7.49
2290.wav,westend,piazza,outdoor,S130,7.27
2291.wav,british,greatcourt,indoor,S173,7.41
2292.wav,southbank,book,outdoor,S78,7.62
2293.wav,Euston,forecourt,outdoor,S114,9.64
2294.wav,british,square,outdoor,S172,8.2
2295.wav,campus,canal,outdoor,S155,8.31
2296.wav,southbank,food,outdoor,S150,7.62
2297.wav,campus,canal,outdoor,S27,7.91
2298.wav,southbank,food,outdoor,S164,7.23
2299.wav,westend,piazza,outdoor,S118,10.52
2300.wav,westend,charing,indoor,S136,7.74
2301.wav,british,forecourt,outdoor,S89,8.48
2302.wav,westend,charing,indoor,S86,7.04
2303.wav,campus,canal,outdoor,S127,7.04
2304.wav,british,forecourt,outdoor,S60,8.54
2305.wav,campus,library,outdoor,S179,7.64
2306.wav,westend,leicester,outdoor,S55,13.57
2307.wav,westend,national,indoor,S15,7.83
2308.wav,campus,ground,indoor,S184,6.78
2309.wav,southbank,bridge,outdoor,S150,8.48
2310.wav,southbank,skate,outdoor,S142,11.63
2311.wav,westend,charing,indoor,S119,11.27
2312.wav,campus,ground,indoor,S139,5.74
2313.wav,british,square,outdoor,S169,7.59
2314.wav,campus,reception,indoor,S45,7.03
2315.wav,campus,library,outdoor,S95,7.88
2316.wav,campus,reception,indoor,S190,8.97
2317.wav,british,room12,indoor,S137,7.43
2318.wav,campus,curve,indoor,S39,8.01
2319.wav,campus,canal,outdoor,S105,7.8
2320.wav,british,greatcourt,indoor,S107,7.53
2321.wav,campus,library,outdoor,S193,8.57
2322.wav,westend,piazza,outdoor,S95,6.65
2323.wav,campus,reception,indoor,S146,7.57
2324.wav,southbank,waterloo,indoor,S156,7.04
2325.wav,kensington,marine,indoor,S119,10.1
2326.wav,campus,library,outdoor,S140,7.48
2327.wav,westend,piazza,outdoor,S20,7.21
2328.wav,campus,ground,indoor,S162,8.52
2329.wav,westend,market,indoor,S118,10.68
2330.wav,campus,curve,indoor,S31,8.34
2331.wav,campus,reception,indoor,S3,24.76
2332.wav,westend,leicester,outdoor,S88,8.39
2333.wav,campus,library,outdoor,S159,7.21
2334.wav,Euston,piazza,outdoor,S85,7.02
2335.wav,westend,national,indoor,S176,9.98
2336.wav,campus,square,outdoor,S94,7.73
2337.wav,westend,leicester,outdoor,S170,7.34
2338.wav,campus,reception,indoor,S184,6.84
2339.wav,westend,leicester,outdoor,S28,7.8
2340.wav,westend,leicester,outdoor,S152,12.33
2341.wav,campus,reception,indoor,S76,7.01
2342.wav,british,street,outdoor,S137,7.6
